DC Number,Offense Date,Offense,Sentence Date,County,Case No.,Prison Sentence Length
649748,08/02/1990,ROBB. GUN OR DEADLY WPN(ATTEMPTED),09/16/1991,BROWARD,9016206,7Y 0M 0D
649748,08/02/1990,POSS.FIREARM BY FELON,09/16/1991,BROWARD,9016206,7Y 0M 0D
649748,08/02/1990,POSS.FIREARM BY FELON,09/16/1991,BROWARD,9016206,5Y 0M 0D
649748,08/02/1990,CARRYING CONCEALED FIREARM,09/16/1991,BROWARD,9016206,5Y 0M 0D
649748,09/28/1990,POSS.FIREARM BY FELON,09/16/1991,BROWARD,9020257,7Y 0M 0D
649748,05/02/1998,1ST DG MUR/PREMED. OR ATT.,03/19/1999,BROWARD,9812089,
649748,05/02/1998,1ST DG MUR/PREMED. OR ATT.,03/19/1999,BROWARD,9812089,
649748,05/02/1998,ROBB. GUN OR DEADLY WPN,03/19/1999,BROWARD,9812089,SENTENCED TO LIFE
649748,05/02/1998,ROBB. GUN OR DEADLY WPN,03/19/1999,BROWARD,9812089,SENTENCED TO LIFE
649748,05/02/1998,KIDNAP;COMM.OR FAC.FELONY,03/19/1999,BROWARD,9812089,SENTENCED TO LIFE
649748,05/02/1998,KIDNAP;COMM.OR FAC.FELONY,03/19/1999,BROWARD,9812089,SENTENCED TO LIFE
649748,05/02/1998,ROBB. GUN OR DEADLY WPN,03/19/1999,BROWARD,9812089,SENTENCED TO LIFE
649748,05/02/1998,KIDNAP;COMM.OR FAC.FELONY,03/19/1999,BROWARD,9812089,SENTENCED TO LIFE
649748,05/02/1998,KIDNAP;COMM.OR FAC.FELONY,03/19/1999,BROWARD,9812089,SENTENCED TO LIFE
649748,05/02/1998,ROBB. GUN OR DEADLY WPN(ATTEMPTED),03/19/1999,BROWARD,9812089,30Y 0M 0D
649748,05/02/1998,AGG ASSLT-W/WPN NO INTENT TO K,03/19/1999,BROWARD,9812089,10Y 0M 0D
649748,05/10/1998,FLEE/ATT.ELUDE LEO/HI SD.,04/01/1999,BROWARD,9809450,10Y 0M 0D
649748,05/10/1998,FEL/DELI W/GUN/CONC WPN/AMMO,04/01/1999,BROWARD,9809450,10Y 0M 0D
138315,01/18/1991,1ST DG MUR/PREMED. OR ATT.,11/08/1991,SAINT LUCIE,9100136,DEATH SENTENCE
138315,01/18/1991,ROBB. GUN OR DEADLY WPN,11/08/1991,SAINT LUCIE,9100136,SENTENCED TO LIFE
138315,10/19/1989,BURGUNOCCSTRUC/CV OR ATT.,11/08/1991,SAINT LUCIE,8902835,5Y 0M 0D
138315,10/19/1989,BURGLARY TOOLS-POSSESS,11/08/1991,SAINT LUCIE,8902835,5Y 0M 0D
288322,09/14/1990,"1ST DEG MUR,COM.OF FELONY(ATTEMPTED)",11/20/1991,LEON,9003877,SENTENCED TO LIFE
288322,09/14/1990,ROBB. GUN OR DEADLY WPN,11/20/1991,LEON,9003877,SENTENCED TO LIFE
288322,09/14/1990,"2ND DEG.MURD,DANGEROUS ACT(ATTEMPTED)",04/17/1991,JEFFERSON,9000189,15Y 0M 0D
288322,09/14/1990,ROBB. GUN OR DEADLY WPN,04/17/1991,JEFFERSON,9000189,20Y 0M 0D
288322,09/16/1990,1ST DG MUR/PREMED. OR ATT.,02/23/1993,DUVAL,9203178,DEATH SENTENCE
288500,09/15/1990,1ST DG MUR/PREMED. OR ATT.,12/09/1991,DUVAL,9102456,DEATH SENTENCE
288500,09/15/1990,BURG/DWELL/OCCUP.CONVEY,12/09/1991,DUVAL,9102456,15Y 0M 0D
288500,09/15/1990,SEX BAT/ WPN. OR FORCE,12/09/1991,DUVAL,9102456,27Y 0M 0D
707742,09/05/1990,"1ST DEG MUR,COM.OF FELONY",12/10/1991,BREVARD,9016062,DEATH SENTENCE
707742,09/05/1990,BURGLARY ASSAULT ANY PERSON,12/10/1991,BREVARD,9016062,30Y 0M 0D
707742,09/05/1990,ROBB. GUN OR DEADLY WPN,12/10/1991,BREVARD,9016062,30Y 0M 0D
707742,09/05/1990,ARSON WILLFUL DAMA.DWELLING,12/10/1991,BREVARD,9016062,30Y 0M 0D
335421,01/24/1991,TRAFFIC IN STOLEN PROPERTY,02/14/1992,ORANGE,9100931,5Y 6M 0D
335421,02/18/1994,1ST DG MUR/PREMED. OR ATT.,12/20/1995,MARION,9400498,DEATH SENTENCE
335421,02/18/1994,KIDNAP;COMM.OR FAC.FELONY,12/20/1995,MARION,9400498,SENTENCED TO LIFE
335421,02/18/1994,KIDNAP;COMM.OR FAC.FELONY,12/20/1995,MARION,9400498,SENTENCED TO LIFE
335421,02/18/1994,ROBB. GUN OR DEADLY WPN,12/20/1995,MARION,9400498,SENTENCED TO LIFE
335421,02/18/1994,ROBB. GUN OR DEADLY WPN,12/20/1995,MARION,9400498,SENTENCED TO LIFE
335421,02/18/1994,SEX BAT/ WPN. OR FORCE,12/20/1995,MARION,9400498,SENTENCED TO LIFE
335421,02/18/1994,SEX BAT/ WPN. OR FORCE,12/20/1995,MARION,9400498,SENTENCED TO LIFE
217358,11/17/1990,"1ST DEG MUR,COM.OF FELONY",11/06/1991,ESCAMBIA,9101219,SENTENCED TO LIFE
217358,11/17/1990,ROBB. GUN OR DEADLY WPN,11/06/1991,ESCAMBIA,9101219,SENTENCED TO LIFE
217358,01/23/1991,"1ST DEG MUR,COM.OF FELONY",05/19/1992,ESCAMBIA,9100373,DEATH SENTENCE
217358,01/23/1991,ROBB. GUN OR DEADLY WPN,05/19/1992,ESCAMBIA,9100373,SENTENCED TO LIFE
721842,09/13/1990,"1ST DEG MUR,COM.OF FELONY",02/13/1992,LEE,9002007,DEATH SENTENCE
721842,09/13/1990,ROBB. NO GUN/DDLY.WPN,02/13/1992,LEE,9002007,15Y 0M 0D
071551,04/16/1991,POSS.FIREARM BY FELON,04/14/1992,BREVARD,9107088,2Y 6M 0D
071551,02/15/1992,"GRAND THEFT,$300 LESS &20,000",06/18/1992,BREVARD,9203548,6Y 0M 0D
071551,12/11/1997,1ST DG MUR/PREMED. OR ATT.,01/09/1998,BREVARD,9730638,SENTENCED TO LIFE
071551,12/11/1997,FORGERY/UTTERING,01/09/1998,BREVARD,9730638,5Y 0M 0D
071551,12/11/1997,UTTER FORGED INSTRUMENT,01/09/1998,BREVARD,9730638,5Y 0M 0D
071551,12/11/1997,"GRAND THEFT,300 L/5,000",01/09/1998,BREVARD,9730638,5Y 0M 0D
071551,12/11/1997,TRAFFIC IN STOLEN PROPERTY,01/09/1998,BREVARD,9730638,15Y 0M 0D
071551,12/04/1997,TRAFFIC IN STOLEN PROPERTY,06/08/2000,BREVARD,9820241,15Y 0M 0D
071551,04/20/1988,1ST DG MUR/PREMED. OR ATT.,12/13/2007,BREVARD,0614592,DEATH SENTENCE
071551,04/20/1988,"BURGLARY,ARMED W/EXP. OR WEAPO",12/13/2007,BREVARD,0614592,SENTENCED TO LIFE
071551,04/20/1988,SEX BAT/ WPN. OR FORCE,12/13/2007,BREVARD,0614592,SENTENCED TO LIFE
071551,04/20/1988,SEX BAT/ WPN. OR FORCE,12/13/2007,BREVARD,0614592,SENTENCED TO LIFE
071551,04/20/1988,ARSON WILLFUL DAMA.DWELLING,12/13/2007,BREVARD,0614592,30Y 0M 0D
220267,08/06/1990,"1ST DEG MUR,COM.OF FELONY",07/15/1992,WALTON,9000338,DEATH SENTENCE
220267,08/06/1990,KIDNAP;COMM.OR FAC.FELONY,07/15/1992,WALTON,9000338,22Y 0M 0D
220267,08/06/1990,ROBB. GUN OR DEADLY WPN,07/15/1992,WALTON,9000338,12Y 0M 0D
440701,03/05/1989,1ST DG MUR/PREMED. OR ATT.(ATTEMPTED),09/19/1991,MIAMI-DADE,8914711,22Y 0M 0D
440701,03/11/1989,1ST DG MUR/PREMED. OR ATT.,12/13/1991,MIAMI-DADE,8914998,DEATH SENTENCE
440701,03/11/1989,"BURGLARY,ARMED W/EXP. OR WEAPO",12/13/1991,MIAMI-DADE,8914998,SENTENCED TO LIFE
440701,03/20/1989,1ST DG MUR/PREMED. OR ATT.,07/16/1992,MIAMI-DADE,8912383,DEATH SENTENCE
440701,03/20/1989,1ST DG MUR/PREMED. OR ATT.(ATTEMPTED),07/16/1992,MIAMI-DADE,8912383,SENTENCED TO LIFE
440701,03/20/1989,AGG ASSLT-INTENT COMMIT FELONY,07/16/1992,MIAMI-DADE,8912383,5Y 0M 0D
936283,10/10/1990,"1ST DEG MUR,COM.OF FELONY",09/10/1992,WALTON,9000429,DEATH SENTENCE
936283,10/10/1990,ROBB. NO GUN/DDLY.WPN,09/10/1992,WALTON,9000429,9Y 0M 0D
062368,06/01/1991,1ST DG MUR/PREMED. OR ATT.,11/20/1992,LEON,9101932,DEATH SENTENCE
062368,06/01/1991,ROBB. NO GUN/DDLY.WPN,11/20/1992,LEON,9101932,30Y 0M 0D
062368,06/01/1991,GRAND THEFT MOTOR VEHICLE,11/20/1992,LEON,9101932,10Y 0M 0D
368527,02/07/1992,1ST DG MUR/PREMED. OR ATT.,11/10/1992,ORANGE,9201305,DEATH SENTENCE
368527,02/07/1992,1ST DG MUR/PREMED. OR ATT.(ATTEMPTED),11/10/1992,ORANGE,9201305,22Y 0M 0D
516349,01/29/1991,SEX BAT/COERCES BY THREAT,11/10/1992,HILLSBOROUGH,9101612,30Y 0M 0D
516349,01/29/1991,ROBB. GUN OR DEADLY WPN,11/10/1992,HILLSBOROUGH,9101612,30Y 0M 0D
516349,01/29/1991,KIDNAP;COMM.OR FAC.FELONY,11/10/1992,HILLSBOROUGH,9101612,SENTENCED TO LIFE
516349,01/16/1991,1ST DG MUR/PREMED. OR ATT.,11/10/1992,HILLSBOROUGH,9101611,DEATH SENTENCE
516349,01/16/1991,ROBB. GUN OR DEADLY WPN,11/10/1992,HILLSBOROUGH,9101611,SENTENCED TO LIFE
516349,01/16/1991,TRAFFIC IN STOLEN PROPERTY,11/10/1992,HILLSBOROUGH,9101611,15Y 0M 0D
490989,09/08/1991,"1ST DEG MUR,COM.OF FELONY",12/01/1992,HERNANDO,9100756,DEATH SENTENCE
490989,09/08/1991,"KIDNAP,ASSAULT OR TERRORIZE",12/01/1992,HERNANDO,9100756,SENTENCED TO LIFE
490989,09/08/1991,ROBB. GUN OR DEADLY WPN,12/01/1992,HERNANDO,9100756,SENTENCED TO LIFE
490989,08/31/1991,"2ND DEG.MURD,DANGEROUS ACT",02/11/2020,HILLSBOROUGH,1502904,50Y 0M 0D
490989,08/31/1991,SEX BAT/ WPN. OR FORCE,02/11/2020,HILLSBOROUGH,1502904,50Y 0M 0D
321031,01/18/1992,1ST DG MUR/PREMED. OR ATT.,12/21/1992,ORANGE,9200473,DEATH SENTENCE
321031,01/18/1992,AGG ASSLT-W/WPN NO INTENT TO K,12/21/1992,ORANGE,9200473,5Y 0M 0D
321031,01/04/1992,"2ND DEG.MURD,DANGEROUS ACT(ATTEMPTED)",12/21/1992,ORANGE,9200473,15Y 0M 0D
321031,01/04/1992,AGG BATTERY/W/DEADLY WEAPON,12/21/1992,ORANGE,9200473,15Y 0M 0D
122995,06/20/1991,1ST DG MUR/PREMED. OR ATT.,02/05/1993,SAINT JOHNS,9102418,DEATH SENTENCE
122995,06/20/1991,ROBB. GUN OR DEADLY WPN,02/05/1993,SAINT JOHNS,9102418,SENTENCED TO LIFE
110365,09/13/1991,1ST DG MUR/PREMED. OR ATT.,02/15/1993,HILLSBOROUGH,9112952,DEATH SENTENCE
110365,09/01/1991,BURGLARY ASSAULT ANY PERSON,02/15/1993,HILLSBOROUGH,9112952,SENTENCED TO LIFE
110365,09/01/1991,"RETALIATION WITNESS,PREV ATTEN",02/15/1993,HILLSBOROUGH,9112952,5Y 0M 0D
120190,09/16/1991,"1ST DEG MUR,COM.OF FELONY",02/19/1993,MIAMI-DADE,9133268,DEATH SENTENCE
120190,09/16/1991,BURGLARY ASSAULT ANY PERSON,02/19/1993,MIAMI-DADE,9133268,22Y 0M 0D
726848,03/03/1992,"1ST DEG MUR,COM.OF FELONY",03/25/1993,BAY,9200442,
726848,03/03/1992,ROBB. NO GUN/DDLY.WPN,03/25/1993,BAY,9200442,15Y 0M 0D
726848,03/03/1992,SEX BAT/ WPN. OR FORCE,03/25/1993,BAY,9200442,22Y 0M 0D
713735,09/30/1992,GRAND THEFT MOTOR VEHICLE,03/04/1993,ORANGE,9210554,5Y 0M 0D
713735,07/23/1991,BURG/DWELL/OCCUP.CONVEY,04/07/1993,MARION,9101847,4Y 0M 0D
713735,07/23/1991,"GRAND THEFT,$300 LESS &20,000",04/07/1993,MARION,9101847,4Y 0M 0D
713735,07/23/1991,"GRAND THEFT,$300 LESS &20,000",04/07/1993,MARION,9101848,4Y 0M 0D
713735,07/23/1991,BURGUNOCCSTRUC/CV OR ATT.,04/07/1993,MARION,9101849,4Y 0M 0D
713735,07/23/1991,GRAND THEFT MOTOR VEHICLE,04/07/1993,MARION,9101849,4Y 0M 0D
713735,07/23/1991,BURGUNOCCSTRUC/CV OR ATT.,04/07/1993,MARION,9101862,4Y 0M 0D
713735,07/23/1991,GRAND THEFT MOTOR VEHICLE,04/07/1993,MARION,9101862,4Y 0M 0D
713735,07/24/1994,1ST DG MUR/PREMED. OR ATT.,04/12/1995,ORANGE,9409210,DEATH SENTENCE
420481,12/19/1990,1ST DG MUR/PREMED. OR ATT.,03/01/1993,MIAMI-DADE,9050143,DEATH SENTENCE
420481,12/19/1990,1ST DG MUR/PREMED. OR ATT.,03/01/1993,MIAMI-DADE,9050143,DEATH SENTENCE
420481,12/19/1990,ROBB. GUN OR DEADLY WPN,03/01/1993,MIAMI-DADE,9050143,SENTENCED TO LIFE
420481,12/19/1990,ROBB. GUN OR DEADLY WPN,03/01/1993,MIAMI-DADE,9050143,SENTENCED TO LIFE
123069,01/28/1992,"1ST DEG MUR,COM.OF FELONY",06/25/1993,DUVAL,9204174,DEATH SENTENCE
123069,01/28/1992,SEX BAT/ WPN. OR FORCE,06/25/1993,DUVAL,9204174,22Y 0M 0D
123069,01/28/1992,BURGLARY ASSAULT ANY PERSON,06/25/1993,DUVAL,9204174,22Y 0M 0D
123096,12/09/1991,ROBB. GUN OR DEADLY WPN(CONSPIRACY TO COMMIT),08/10/1993,LAKE,9101676,15Y 0M 0D
123096,12/10/1991,ROBB. GUN OR DEADLY WPN,08/10/1993,LAKE,9101676,SENTENCED TO LIFE
123096,12/10/1991,1ST DG MUR/PREMED. OR ATT.,08/10/1993,LAKE,9101676,DEATH SENTENCE
115624,09/17/1992,"1ST DEG MUR,COM.OF FELONY",08/18/1993,VOLUSIA,9234170,DEATH SENTENCE
115624,09/17/1992,"1ST DEG MUR,COM.OF FELONY(ATTEMPTED)",08/18/1993,VOLUSIA,9234170,SENTENCED TO LIFE
115624,09/17/1992,"1ST DEG MUR,COM.OF FELONY(ATTEMPTED)",08/18/1993,VOLUSIA,9234170,SENTENCED TO LIFE
115624,09/17/1992,"1ST DEG MUR,COM.OF FELONY(ATTEMPTED)",08/18/1993,VOLUSIA,9234170,SENTENCED TO LIFE
115624,09/17/1992,ROBB. GUN OR DEADLY WPN(ATTEMPTED),08/18/1993,VOLUSIA,9234170,SENTENCED TO LIFE
115624,09/17/1992,ROBB. GUN OR DEADLY WPN,08/18/1993,VOLUSIA,9234170,SENTENCED TO LIFE
115624,09/17/1992,ROBB. GUN OR DEADLY WPN,08/18/1993,VOLUSIA,9234170,SENTENCED TO LIFE
115624,09/17/1992,ROBB. GUN OR DEADLY WPN,08/18/1993,VOLUSIA,9234170,SENTENCED TO LIFE
115624,09/16/1992,ROBB. GUN OR DEADLY WPN(ATTEMPTED),08/18/1993,VOLUSIA,9201236,SENTENCED TO LIFE
268130,09/01/1992,GRAND THEFT MOTOR VEHICLE,09/20/1993,PINELLAS,9216073,4Y 0M 0D
268130,07/07/1993,ROBB. NO GUN/DDLY.WPN,09/20/1993,PINELLAS,9310260,10Y 0M 0D
268130,12/27/2001,BURGLARY ASSAULT ANY PERSON,10/15/2002,LAKE,0102749,SENTENCED TO LIFE
268130,12/27/2001,ROBB. GUN OR DEADLY WPN,10/15/2002,LAKE,0102749,SENTENCED TO LIFE
268130,12/27/2001,AT.FLNY.MURD/782.04(3) OFF.,10/15/2002,LAKE,0102749,SENTENCED TO LIFE
268130,12/18/2001,KIDNAP;COMM.OR FAC.FELONY,08/11/2003,LAKE,0202324,SENTENCED TO LIFE
268130,12/18/2001,ROBB. GUN OR DEADLY WPN,08/11/2003,LAKE,0202324,SENTENCED TO LIFE
268130,12/18/2001,1ST DG MUR/PREMED. OR ATT.,08/11/2003,LAKE,0202324,SENTENCED TO LIFE
268130,12/29/2001,1ST DG MUR/PREMED. OR ATT.,06/03/2004,LAKE,0200217,DEATH SENTENCE
268130,12/29/2001,ROBB. GUN OR DEADLY WPN(ATTEMPTED),06/03/2004,LAKE,0200217,SENTENCED TO LIFE
941687,09/27/1991,1ST DG MUR/PREMED. OR ATT.,11/17/1993,BROWARD,9119140,DEATH SENTENCE
941687,09/27/1991,"BURGLARY,ARMED W/EXP. OR WEAPO",11/17/1993,BROWARD,9119140,SENTENCED TO LIFE
318987,04/19/1991,ROBB. GUN OR DEADLY WPN,12/04/1991,DUVAL,9108141,SENTENCED TO LIFE
318987,04/27/1991,ROBB. GUN OR DEADLY WPN,12/09/1993,DUVAL,9108141,SENTENCED TO LIFE
318987,04/22/1991,"1ST DEG MUR,COM.OF FELONY",12/09/1993,DUVAL,9108144,DEATH SENTENCE
318987,04/22/1991,ROBB. GUN OR DEADLY WPN,12/09/1993,DUVAL,9108144,SENTENCED TO LIFE
318987,04/22/1991,KIDNAP;COMM.OR FAC.FELONY,12/09/1993,DUVAL,9108144,SENTENCED TO LIFE
118167,10/11/1991,1ST DG MUR/PREMED. OR ATT.,12/10/1993,PINELLAS,9116659,
116335,01/21/1993,1ST DG MUR/PREMED. OR ATT.,12/02/1993,DUVAL,9301659,DEATH SENTENCE
116335,01/21/1993,ROBB. GUN OR DEADLY WPN(ATTEMPTED),12/02/1993,DUVAL,9301659,30Y 0M 0D
116335,01/21/1993,ROBB. GUN OR DEADLY WPN(CONSPIRACY TO COMMIT),12/02/1993,DUVAL,9301659,10Y 0M 0D
116335,01/21/1993,"BURGLARY,ARMED W/EXP. OR WEAPO",12/02/1993,DUVAL,9301659,SENTENCED TO LIFE
116335,01/21/1993,ARSON WILLFUL DAMA.DWELLING,12/02/1993,DUVAL,9301659,SENTENCED TO LIFE
905288,06/18/1992,1ST DG MUR/PREMED. OR ATT.,02/14/1994,CHARLOTTE,9200451,DEATH SENTENCE
905288,06/18/1992,ROBB. GUN OR DEADLY WPN,02/14/1994,CHARLOTTE,9200451,SENTENCED TO LIFE
330290,06/28/1992,ROBB. GUN OR DEADLY WPN,02/03/1994,ORANGE,9206779,5Y 6M 0D
330290,10/21/1995,ESCAPE,06/05/1997,BREVARD,9611857,4Y 0M 0D
330290,04/25/1996,1ST DG MUR/PREMED. OR ATT.,06/07/1999,ORANGE,9605639,DEATH SENTENCE
330290,04/25/1996,"KIDNAP,ASSAULT OR TERRORIZE",06/07/1999,ORANGE,9605639,10Y 1M 8D
309066,01/26/1992,1ST DG MUR/PREMED. OR ATT.,03/18/1994,PASCO,9200308,DEATH SENTENCE
309066,01/26/1992,1ST DG MUR/PREMED. OR ATT.,03/18/1994,PASCO,9200308,DEATH SENTENCE
214353,04/08/1993,SEX BAT/ WPN. OR FORCE,12/15/1993,ESCAMBIA,9301687,SENTENCED TO LIFE
214353,04/08/1993,AGG BATTERY/W/DEADLY WEAPON,12/15/1993,ESCAMBIA,9301687,30Y 0M 0D
214353,04/08/1993,KIDNAP;COMM.OR FAC.FELONY,12/15/1993,ESCAMBIA,9301687,SENTENCED TO LIFE
214353,02/02/1992,SEX BAT/INJURY NOT LIKELY,03/31/1994,SANTA ROSA,9200229,12Y 0M 0D
214353,06/25/2008,1ST DG MUR/PREMED. OR ATT.,01/15/2010,VOLUSIA,0833412,DEATH SENTENCE
447891,09/01/1987,SEX BAT BY ADULT/VCTM LT 12(ATTEMPTED),04/07/1994,MIAMI-DADE,9233701,20Y 0M 0D
447891,08/01/1987,SEX BAT BY ADULT/VCTM LT 12(ATTEMPTED),04/07/1994,MIAMI-DADE,9233701,20Y 0M 0D
447891,07/01/1987,SEX BAT BY ADULT/VCTM LT 12(ATTEMPTED),04/07/1994,MIAMI-DADE,9233701,20Y 0M 0D
447891,06/01/1987,SEX BAT BY ADULT/VCTM LT 12(ATTEMPTED),04/07/1994,MIAMI-DADE,9233701,20Y 0M 0D
447891,05/01/1987,SEX BAT BY ADULT/VCTM LT 12(ATTEMPTED),04/07/1994,MIAMI-DADE,9233701,20Y 0M 0D
447891,04/01/1987,SEX BAT BY ADULT/VCTM LT 12(ATTEMPTED),04/07/1994,MIAMI-DADE,9233701,20Y 0M 0D
447891,03/01/1987,SEX BAT BY ADULT/VCTM LT 12(ATTEMPTED),04/07/1994,MIAMI-DADE,9233701,20Y 0M 0D
447891,02/01/1987,SEX BAT BY ADULT/VCTM LT 12(ATTEMPTED),04/07/1994,MIAMI-DADE,9233701,20Y 0M 0D
447891,01/01/1987,SEX BAT BY ADULT/VCTM LT 12(ATTEMPTED),04/07/1994,MIAMI-DADE,9233701,20Y 0M 0D
447891,11/01/1986,SEX BAT BY ADULT/VCTM LT 12(ATTEMPTED),04/07/1994,MIAMI-DADE,9233701,20Y 0M 0D
447891,12/01/1986,SEX BAT BY ADULT/VCTM LT 12(ATTEMPTED),04/07/1994,MIAMI-DADE,9233701,20Y 0M 0D
447891,01/16/1994,1ST DG MUR/PREMED. OR ATT.,04/19/1999,BROWARD,9415182,
048606,11/04/1988,1ST DG MUR/PREMED. OR ATT.,07/15/1994,BROWARD,9215642,DEATH SENTENCE
048606,11/04/1988,1ST DG MUR/PREMED. OR ATT.(ATTEMPTED),07/15/1994,BROWARD,9215642,SENTENCED TO LIFE
048606,11/04/1988,1ST DG MUR/PREMED. OR ATT.(ATTEMPTED),07/15/1994,BROWARD,9215642,SENTENCED TO LIFE
048606,11/04/1988,1ST DG MUR/PREMED. OR ATT.(ATTEMPTED),07/15/1994,BROWARD,9215642,SENTENCED TO LIFE
048606,11/04/1988,"BURGLARY,ARMED W/EXP. OR WEAPO",07/15/1994,BROWARD,9215642,SENTENCED TO LIFE
048606,11/04/1988,ROBB. GUN OR DEADLY WPN,07/15/1994,BROWARD,9215642,SENTENCED TO LIFE
048606,11/04/1988,ROBB. GUN OR DEADLY WPN,07/15/1994,BROWARD,9215642,SENTENCED TO LIFE
048606,11/04/1988,ROBB. GUN OR DEADLY WPN,07/15/1994,BROWARD,9215642,SENTENCED TO LIFE
048606,11/04/1988,ROBB. GUN OR DEADLY WPN,07/15/1994,BROWARD,9215642,SENTENCED TO LIFE
048606,11/04/1988,KIDNAP;COMM.OR FAC.FELONY,07/15/1994,BROWARD,9215642,SENTENCED TO LIFE
048606,11/04/1988,KIDNAP;COMM.OR FAC.FELONY,07/15/1994,BROWARD,9215642,SENTENCED TO LIFE
048606,11/04/1988,KIDNAP;COMM.OR FAC.FELONY,07/15/1994,BROWARD,9215642,SENTENCED TO LIFE
048606,11/04/1988,KIDNAP;COMM.OR FAC.FELONY,07/15/1994,BROWARD,9215642,SENTENCED TO LIFE
048606,11/04/1988,KIDNAP;COMM.OR FAC.FELONY,07/15/1994,BROWARD,9215642,SENTENCED TO LIFE
048606,11/04/1988,EXTORTION,07/15/1994,BROWARD,9215642,30Y 0M 0D
311509,09/12/1991,1ST DG MUR/PREMED. OR ATT.,07/22/1994,DUVAL,9305394,DEATH SENTENCE
311509,09/12/1991,BURGLARY ASSAULT ANY PERSON,07/22/1994,DUVAL,9305394,SENTENCED TO LIFE
311509,09/12/1991,KIDNAP;COMM.OR FAC.FELONY,07/22/1994,DUVAL,9305394,SENTENCED TO LIFE
311509,05/04/1993,1ST DG MUR/PREMED. OR ATT.,07/22/1994,DUVAL,9305393,SENTENCED TO LIFE
310094,11/29/1992,1ST DG MUR/PREMED. OR ATT.,07/25/1994,ORANGE,9312001,DEATH SENTENCE
310094,11/29/1992,1ST DG MUR/PREMED. OR ATT.,07/25/1994,ORANGE,9312001,DEATH SENTENCE
310094,11/29/1992,1ST DG MUR/PREMED. OR ATT.(ATTEMPTED),07/25/1994,ORANGE,9312001,SENTENCED TO LIFE
310094,11/29/1992,KIDNAP;COMM.OR FAC.FELONY,07/25/1994,ORANGE,9312001,SENTENCED TO LIFE
310094,11/29/1992,KIDNAP;COMM.OR FAC.FELONY,07/25/1994,ORANGE,9312001,SENTENCED TO LIFE
310094,11/29/1992,KIDNAP;COMM.OR FAC.FELONY,07/25/1994,ORANGE,9312001,SENTENCED TO LIFE
310094,11/29/1992,KIDNAP;COMM.OR FAC.FELONY,07/25/1994,ORANGE,9312001,SENTENCED TO LIFE
445903,01/14/1992,KIDNAP;COMM.OR FAC.FELONY,10/15/1992,MIAMI-DADE,9201680,22Y 0M 0D
445903,01/14/1992,ROBB. GUN OR DEADLY WPN,10/15/1992,MIAMI-DADE,9201680,22Y 0M 0D
445903,11/29/1991,AGG ASSLT-W/WPN NO INTENT TO K,10/15/1992,MIAMI-DADE,9206346,5Y 0M 0D
445903,11/29/1991,ROBB. GUN OR DEADLY WPN(ATTEMPTED),10/15/1992,MIAMI-DADE,9206346,5Y 0M 0D
445903,11/29/1991,GRAND THEFT MOTOR VEHICLE,10/15/1992,MIAMI-DADE,9206346,5Y 0M 0D
445903,12/06/1991,1ST DG MUR/PREMED. OR ATT.,11/24/1993,MIAMI-DADE,9206089,DEATH SENTENCE
445903,12/06/1991,1ST DG MUR/PREMED. OR ATT.(ATTEMPTED),11/24/1993,MIAMI-DADE,9206089,SENTENCED TO LIFE
445903,12/06/1991,1ST DG MUR/PREMED. OR ATT.(ATTEMPTED),11/24/1993,MIAMI-DADE,9206089,SENTENCED TO LIFE
445903,12/06/1991,ROBB. GUN OR DEADLY WPN(ATTEMPTED),11/24/1993,MIAMI-DADE,9206089,15Y 0M 0D
445903,12/06/1991,GRAND THEFT MOTOR VEHICLE,11/24/1993,MIAMI-DADE,9206089,5Y 0M 0D
445903,12/06/1991,GRAND THEFT MOTOR VEHICLE,11/24/1993,MIAMI-DADE,9206089,5Y 0M 0D
445903,12/06/1991,THREATENS TO USE ANY FIREARM,11/24/1993,MIAMI-DADE,9206089,15Y 0M 0D
445903,01/03/1992,1ST DG MUR/PREMED. OR ATT.,10/11/1994,MIAMI-DADE,9202141,DEATH SENTENCE
445903,01/03/1992,ROBB. GUN OR DEADLY WPN,10/11/1994,MIAMI-DADE,9202141,SENTENCED TO LIFE
445903,01/03/1992,AGG ASSLT-W/WPN NO INTENT TO K,10/11/1994,MIAMI-DADE,9202141,5Y 0M 0D
445903,01/03/1992,GRAND THEFT MOTOR VEHICLE,10/11/1994,MIAMI-DADE,9202141,5Y 0M 0D
445903,01/03/1992,BURGUNOCCSTRUC/CV OR ATT.,10/11/1994,MIAMI-DADE,9202141,5Y 0M 0D
445903,01/03/1992,GRAND THEFT MOTOR VEHICLE,10/11/1994,MIAMI-DADE,9202141,5Y 0M 0D
445903,01/03/1992,BURGUNOCCSTRUC/CV OR ATT.,10/11/1994,MIAMI-DADE,9202141,5Y 0M 0D
445904,01/14/1992,KIDNAP;COMM.OR FAC.FELONY,10/15/1992,MIAMI-DADE,9201680,27Y 0M 0D
445904,01/14/1992,ROBB. GUN OR DEADLY WPN,10/15/1992,MIAMI-DADE,9201680,27Y 0M 0D
445904,11/29/1991,1ST DG MUR/PREMED. OR ATT.(ATTEMPTED),10/15/1992,MIAMI-DADE,9206346,27Y 0M 0D
445904,11/29/1991,ROBB. GUN OR DEADLY WPN(ATTEMPTED),10/15/1992,MIAMI-DADE,9206346,15Y 0M 0D
